"RegistrationNo","FacilityName","TaxidNo","Address","Latitude","Longitude"
"Q69A4097","泰威興業股份有限公司一廠",22983624,"嘉義縣民雄鄉福樂村中山路３６之１號",23.5273423,120.4543235
"Q69A5421","德懋塑膠企業有限公司",16238917,"嘉義縣民雄鄉工業五路４號",23.5194827,120.4339109
"Q69A7209","新鈺生技股份有限公司二廠",22357854,"嘉義縣民雄鄉北斗村成功二街３號",23.5237885,120.4541576
"Q69A7566","頂級複合材料股份有限公司",53130100,"嘉義縣民雄鄉福樂村成功五街２之１號",23.522854,120.4499013
"Q7400615","鋅安工業股份有限公司",23578031,"嘉義縣義竹鄉龍蛟村義工二路１７、１５、１３、１１號",23.3602758,120.2212321
"Q74A0094","欣冠興業有限公司",25024660,"嘉義縣義竹鄉龍蛟村義工三路９號",23.3604726,120.2199702
"Q74A0123","新弘科技股份有限公司",25008373,"嘉義縣義竹鄉龍蛟村義工三路６號之１及６號之２",23.3594283,120.2190037
"Q74A0539","鋅安工業股份有限公司(二廠)",23578031,"嘉義縣義竹鄉龍蛟村義工三路１４號",23.36063,120.2203479
"Q7600900","宏忠實業有限公司",66563091,"嘉義縣太保市過溝里嘉太工業區和順路２號",23.5070424,120.3555325
"Q7600919","穎興化學工業有限公司",66329814,"嘉義縣太保市南新里中山路一段３１３號",23.4984061,120.3776652
"Q7600964","三元化工股份有限公司",65006251,"嘉義縣太保市過溝里嘉太工業區光復路３４號",23.5060113,120.3550243
"Q7600973","金良有限公司",22589453,"嘉義縣太保市麻寮里１７鄰北港路二段４０１號",23.4984381,120.3706223
"Q7604480","嘉良特化股份有限公司嘉義廠",70676075,"嘉義縣太保市過溝里嘉太工業區興業路８號",23.5101454,120.3583406
"Q76A1824","宏銘油脂股份有限公司",54773208,"嘉義縣太保市過溝里嘉太工業區嘉太路７號",23.5075186,120.3620995
"Q7701411","佑華橡膠工業有限公司",23685659,"嘉義縣水上鄉大崙村１４３號",23.4472754,120.3590252
"R0304328","台灣明尼蘇達光電股份有限公司台南廠",13111388,"臺南市新市區環東路一段３１２號",23.1000361,120.2856783
"R0304944","艾杰旭顯示玻璃股份有限公司台南廠",70584724,"臺南市新市區豐華里風鈴路１號",23.0963765,120.2595909
"R03A0608","奇美實業股份有限公司樹谷廠",68387705,"臺南市新市區豐華里王甲路１８號",23.101677,120.256469
"R03A2129","展旺生命科技股份有限公司南科分公司針劑廠",80642673,"臺南市新市區創業路１２號４樓、１６號４樓",23.0980061,120.2840844
"R0400138","永捷創新科技股份有限公司",86123874,"臺南市安定區安加里安定２５８之２６號",23.110441,120.237534
"R0400549","宏昱股份有限公司",74702499,"臺南市安定區安加里２５８之１１號",23.1102654,120.2365575
"R0400996","弘美企業股份有限公司",72144012,"臺南市安定區中沙里中崙１５７號",23.0788999,120.2103832
"R0500179","產協企業股份有限公司台南廠",11829913,"臺南市山上區明和里北勢洲８７號",23.1131616,120.3388917
"R0500400","東展興業股份有限公司",22956176,"臺南市山上區明和里北勢洲９８號",23.1127899,120.3387346
"R1000203","元一實業股份有限公司",72050149,"臺南市仁德區二行里二仁路一段１９３號",22.9212933,120.2245961
"R1000212","穎昌實業股份有限公司",73376849,"臺南市仁德區二行里二仁路一段３１５巷５７號",22.9236743,120.2216071
"R1000365","藝展實業有限公司",72062807,"臺南市仁德區保安里保安路一段３７號",22.9265112,120.2263043
"R1000534","成功化學工業股份有限公司",68279001,"臺南市仁德區新田里義林路１３６號",22.9472553,120.2511778
"R1000785","元晃合成樹脂有限公司",22932750,"臺南市仁德區一甲里忠義二街３６巷１６號",22.9784308,120.2569347
"R1001764","英利五金實業股份有限公司",72060548,"臺南市仁德區保安里保安路一段７０號",22.9259591,120.2262327
"R1002065","奇美實業股份有限公司",68387705,"臺南市仁德區文賢里３甲子５９之１號A棟、５９之４號",22.9272817,120.2431624
"R1002207","衍南壓克力股份有限公司",22286423,"臺南市仁德區保安里開發四路３７號",22.9251059,120.2512488
"R1003848","正聚實業股份有限公司仁德廠",86961441,"臺南市仁德區保安里永德路３３之１號",22.9199214,120.2455318
"R10A1348","奇美實業股份有限公司",68387705,"臺南市仁德區文賢里３甲子５９之１號",22.9272817,120.2431624
"R10A3047","奇美實業股份有限公司旭美廠",68387705,"臺南市仁德區保安里開發四路３６號",22.9250672,120.251321
"R10A3374","典銘實業有限公司",80596066,"臺南市仁德區保安里開發三路１７號",22.9230625,120.2470384
"R10A3473","光盛橡膠有限公司",80645545,"臺南市仁德區仁義里勝利路７２之１號",22.9584441,120.2556168
"R1100440","三星科技股份有限公司",68040606,"臺南市歸仁區南興里中山路三段３５５、３５５之８、之１３、之１２號A棟",22.9682873,120.2790415
"R1104402","三星科技股份有限公司南興廠",68040606,"臺南市歸仁區中山路三段３５５之１號",22.9682873,120.2790415
"R11A0137","三星科技股份有限公司南興二廠",68040606,"臺南市歸仁區南興里中山路三段３５５之１２號B棟",22.9682873,120.2790415
"R1401488","東亞合成樹脂股份有限公司",72056278,"臺南市永康區甲頂里中正南路２８１號",23.0263652,120.220958
"R1407195","秋雨塑膠廠",8453032,"臺南市永康區蔦松里正北三路９１巷１３號",23.048778,120.262281
"R1407408","永琦實業社",8476324,"臺南市永康區甲頂里中正南路２７４巷３８弄８號",23.0290479,120.2243689
"R1415731","一心實業廠有限公司",86978822,"臺南市永康區新樹里中山北路７６２巷９號",23.0297661,120.280183
"R14A4619","協承昌股份有限公司永康貳廠",16326209,"臺南市永康區王行里經華路２１之１號",23.046294,120.271438
"R8401520","尚亞企業股份有限公司",23573325,"臺南市新營區嘉芳里四維路４號",23.307546,120.2811095
"R8700822","建宗化學工業股份有限公司",22773182,"臺南市麻豆區麻口里麻豆口３２之５號",23.181381,120.220157
"R8704062","永捷創新科技股份有限公司麻豆廠",86123874,"臺南市麻豆區寮?里寮子?５之２１號",23.1873412,120.2844594
"R8800489","佳寶樹脂股份有限公司",74709866,"臺南市佳里區海澄里萊芊寮１之８號",23.1796232,120.1742702
"R8800532","華寶樹脂化學工廠股份有限公司",74720139,"臺南市佳里區海澄里萊芊寮１之１７號",23.1796232,120.1742702
"R8800809","強新工業股份有限公司",84703335,"臺南市佳里區海澄里萊芊寮１２之１９號",23.1796232,120.1742702
"R8800961","彥泰企業股份有限公司",74709752,"臺南市佳里區海澄里萊芊寮１２之６號",23.1796232,120.1742702
"R8804165","鉅橡企業股份有限公司佳里廠",96865657,"臺南市佳里區海澄里萊芊寮１２之１８、１２之２７、１２之２９號",23.1796232,120.1742702
"R8804352","強新工業股份有限公司佳里二廠",84703335,"臺南市佳里區海澄里萊芊寮１之２５號",23.1796232,120.1742702
"R88A0368","強新工業股份有限公司佳里三廠",84703335,"臺南市佳里區海澄里萊芊寮１２之２２、１２之２３、１２之２５號",23.1796232,120.1742702
"R88A1148","鉅橡企業股份有限公司",96865657,"臺南市佳里區海澄里萊芊寮１２之２７號",23.1796232,120.1742702
"R8900331","啟盟工業股份有限公司",72051870,"臺南市新化區大德路７６號",23.0446088,120.3014879
"R8900475","新力美科技股份有限公司新化廠",35860547,"臺南市新化區那拔里那拔林１號及新化區那拔里牧場７２之８號",23.068485,120.3493731
"R8903510","成榕顏料科技股份有限公司",97586507,"臺南市新化區北勢里中正路１０７５號",23.0529124,120.2998952
"R9000349","允成化學工業股份有限公司",71047701,"臺南市善化區光文里光文路１９號",23.1340187,120.3058659
"R9000394","三福化工股份有限公司善化廠",80170651,"臺南市善化區小新里小新營３４０號",23.1219149,120.318951
"R9000465","佳大建材工業股份有限公司",72016282,"臺南市善化區光文里北子店６１１號",23.1428805,120.3114029
"R9001560","台灣神隆股份有限公司南科廠",16130161,"臺南市善化區南科八路１號",23.1162998,120.2804399
"R9001631","三福氣體股份有限公司南科廠",11072509,"臺南市善化區胡厝里興農路７７２號乙廠、臺南市安定區蘇林里蘇厝１之４８號",23.128189,120.2617339
"R90A0401","誠美材料科技股份有限公司",27790294,"臺南市善化區南關里木柵港西路１３號",23.106012,120.2581766
"R90A0689","住華科技股份有限公司南科一廠",70848177,"臺南市善化區環東路二段３２號(除１樓B、C區、２樓B、C區及３樓C區)",23.1232505,120.2743524
"R90A1073","台灣神隆股份有限公司",16130161,"臺南市善化區南科八路１號",23.1162998,120.2804399
"R9103676","達塑工程股份有限公司",89422051,"臺南市學甲區新達里大順路１２１號",23.2381897,120.1921369
"R9200107","台昌樹脂企業股份有限公司",72006931,"臺南市柳營區光福里柳營路一段３０２巷１０８號",23.2643903,120.3152804
"R9395183","達瑩企業股份有限公司後壁廠",55710173,"臺南市後壁區菁豊里崩埤１之６２號",23.3827573,120.3677422
"R9700344","欣可化工股份有限公司官田廠",72198121,"臺南市官田區二鎮里工業西路２５、２７號",23.2079065,120.3204014
"R9700844","誼鑫科技實業股份有限公司",22567970,"臺南市官田區二鎮里成功街６１號",23.2107283,120.3310475
"R9700871","加合樹脂企業股份有限公司",72203519,"臺南市官田區二鎮里建業路２９、３３號",23.2098223,120.3272946
"R9701047","欣岱實業股份有限公司",69774583,"臺南市官田區二鎮里工業西路３３號",23.2096089,120.320201
"R9702133","宸項企業股份有限公司官田廠",23363931,"臺南市官田區二鎮里富強路５７號",23.2058818,120.3195418
"R9900246","南寶樹脂化學工廠股份有限公司",74229304,"臺南市西港區南海里南海埔１２號",23.1176058,120.198157
"R9900282","南寶樹脂化學工廠股份有限公司寶立廠",74229304,"臺南市西港區西港里中山路５０８、５１０號",23.1361174,120.1976458
"R9900291","南寶樹脂化學工廠股份有限公司(第三廠)",74229304,"臺南市西港區西港里中山路４９１號",23.1307924,120.2005814
"R9900308","南寶樹脂化學工廠股份有限公司第五廠",74229304,"臺南市西港區西港里中山路５０６號",23.1320105,120.2003131
"R9900586","南寶樹脂化學工廠股份有限公司第一廠",74229304,"臺南市西港區慶安里中山路５２１號",23.1321178,120.2002632
"S1503944","弘偉塑膠股份有限公司",85949259,"高雄市鳳山區鳳仁路北平路１１７號",22.6369902,120.3675537
"S1503980","東豐塑膠企業行",7869624,"高雄市鳳山區鳳仁２４８巷３號",22.6377646,120.3760731
"S1603770","毅豐橡膠工業股份有限公司",85710002,"高雄市岡山區嘉興里嘉興路２９１號",22.8220577,120.3045523
"S1603789","毅豐橡膠工業股份有限公司二廠",85710002,"高雄市岡山區灣裡里岡山北路３號",22.8063019,120.2865161
"S1666928","錦德氣體股份有限公司",23073692,"高雄市岡山區本洲里本工五路１５號",22.8123792,120.2657668
"S16A0214","虹京資源股份有限公司",27992242,"高雄市岡山區本工東二路８號",22.8120106,120.2744249
"S16A1212","金典油炭科技股份有限公司",28077296,"高雄市岡山區本洲里本工三路６號",22.8097009,120.2744582
"S16A2260","新龍光塑料股份有限公司",28715554,"高雄市岡山區本洲里本工西二路３號",22.8088807,120.2656092
"S1900372","台灣氯乙烯工業股份有限公司林園廠",19084015,"高雄市林園區溪州里工業一路１號",22.5104323,120.404652
"S1900578","東聯化學股份有限公司高雄林園廠",14057995,"高雄市林園區工業三路３、５號",22.4922332,120.4158333
"S1900596","亞洲聚合股份有限公司林園廠",20747385,"高雄市林園區工業一路３號",22.5021787,120.4065132
"S1900630","台達化學工業股份有限公司林園廠",11893409,"高雄市林園區工業一路５號",22.5050155,120.4061952
"S1900658","台灣苯乙烯工業股份有限公司高雄廠",20844865,"高雄市林園區溪州里工業一路７號",22.5050074,120.4058909
"S1900676","李長榮化學工業股份有限公司林園廠",39054405,"高雄市林園區北汕里石化三路１１號",22.4878329,120.4137593
"S1900685","台灣塑膠工業股份有限公司林園廠",75708007,"高雄市林園區溪州里石化一路１號",22.507705,120.412675
"S1900694","台灣石化合成股份有限公司林園廠",30974253,"高雄市林園區工業二路１號",22.4985559,120.4144628
"S1900701","台灣塑膠工業股份有限公司林園聚丙烯廠",75708007,"高雄市林園區溪州里石化一路一之一號、工業一路１６號",22.507705,120.412675
"S1901002","合興石化工業股份有限公司林園廠",23531178,"高雄市林園區溪州里石化二路２號",22.4985886,120.4077156
"S1901262","南亞塑膠工業股份有限公司林園二廠",75370905,"高雄市林園區溪州里工業一路６號",22.5032669,120.4061979
"S19A0912","桐寶股份有限公司林園廠",22639691,"高雄市林園區北汕里石化三路１之２號",22.4878038,120.4160535
"S2000335","大軒化工股份有限公司",22220464,"高雄市大寮區大有一街２１號",22.588556,120.4269941
"S2000424","台灣寶理塑膠股份有限公司大發廠",22853994,"高雄市大寮區潮寮里建業路１３號",22.5709802,120.4270353
"S2001314","長春石油化學股份有限公司大發廠",11384806,"高雄市大寮區潮寮里建業路１１號",22.5711028,120.4276914
"S2001743","愛美愛塗料股份有限公司",81040811,"高雄市大寮區江山里鳳屏二路３５號",22.6402191,120.4043246
"S2002062","長興材料工業股份有限公司大發廠",75339004,"高雄市大寮區大寮里裕民街３０號",22.5900866,120.435558
"S2002179","太洋化成股份有限公司",20901577,"高雄市大寮區大寮里華中路４２號",22.584481,120.4011911
"S2002204","大東樹脂化學股份有限公司高雄大發廠",51008069,"高雄市大寮區潮寮里光華路９號",22.5826765,120.4268858
"S2005081","長春人造樹脂廠股份有限公司大發廠",11384708,"高雄市大寮區過溪里華西路８號",22.574971,120.4228903
"S2005652","大連化學工業股份有限公司大發廠",12233428,"高雄市大寮區過溪里華西路８之１號",22.574971,120.4228903
"S2010073","日昇橡膠廠股份有限公司",75060824,"高雄市大寮區興業路３５號",22.5905108,120.4246477
"S2011276","台灣寶理塑膠股份有限公司大發二廠",22853994,"高雄市大寮區潮寮里建業路１３之１號",22.5709802,120.4270353
"S2012175","長春人造樹脂廠股份有限公司",11384708,"高雄市大寮區華西路８號",22.574971,120.4228903
"S2015916","長春人造樹脂廠股份有限公司大發二廠",11384708,"高雄市大寮區過溪里華西路６號",22.5730576,120.4228834
"S20A0852","德豐國際科技股份有限公司",27675668,"高雄市大寮區大寮里大有三街１２號",22.5863005,120.4267912
"S20A3688","原塑實業股份有限公司高雄廠",84075861,"高雄市大寮區大寮里大業街３９號",22.5881053,120.4304591
"S20A3876","昭侒化工有限公司大發廠",28584384,"高雄市大寮區大寮里華西路３８之１號１樓",22.5878692,120.4231181
"S20A3905","德豐國際科技股份有限公司二廠",27675668,"高雄市大寮區大寮里興業路４號",22.5903946,120.4346743
"S2200826","榮?化學工業股份有限公司",81152934,"高雄市仁武區後安里永宏巷１６號",22.7167397,120.3432536
"S2201047","高福化學工業股份有限公司高雄工廠",75415298,"高雄市仁武區竹後里鳳仁路３８５號",22.7155617,120.3356817
"S2201065","大立高分子工業股份有限公司",85004174,"高雄市仁武區後安里永宏巷１０號",22.714882,120.3397516
"S2201092","長春人造樹脂廠股份有限公司高雄廠",11384708,"高雄市仁武區工業一路８、１２、１４號",22.701244,120.3431156
"S2201109","台灣塑膠工業股份有限公司仁武廠",75708007,"高雄市仁武區竹後里水管路１００號",22.7059261,120.3350318
"S2201118","南亞塑膠工業股份有限公司仁武廠",75370905,"高雄市仁武區竹後里水管路１０１號",22.7066992,120.3328627
"S2201145","台精化學工業股份有限公司",83387845,"高雄市仁武區鳳仁路４０２號",22.7210098,120.3339456
"S2201707","和桐化學股份有限公司",12526607,"高雄市仁武區竹後里竹工２巷１號",22.7095192,120.3327176
"S2201716","長川化工股份有限公司",83449336,"高雄市仁武區竹後里竹楠路７號",22.7084733,120.3326704
"S2203667","台塑大金精密化學股份有限公司仁武廠",70467423,"高雄市仁武區竹後里水管路１００號",22.7059261,120.3350318
"S2300330","聯華低溫設備股份有限公司高雄廠",85622079,"高雄市大社區保社里旗楠路６０號",22.7552403,120.3565721
"S2300447","高雄塑酯化學工業股份有限公司",85803825,"高雄市大社區興工路１號",22.7240417,120.3410755
"S2300465","大連化學工業股份有限公司高雄廠",12233428,"高雄市大社區三奶里興工路１之３號",22.7240417,120.3410755
"S2300572","元際股份有限公司",86802541,"高雄市大社區三奶里興工路３號",22.7191951,120.3428734
"S23A0124","李長榮化學工業股份有限公司大社廠",39054405,"高雄市大社區三奶里經建路２號",22.7274228,120.3426441
"S23A0293","南美工業有限公司",80439094,"高雄市大社區保社里旗楠路９９之１號",22.7493783,120.3455338
"S2600559","泓達化工股份有限公司",23418128,"高雄市燕巢區角宿里中興路９２２號",22.7761679,120.3605456
"S2603498","泓達化工股份有限公司燕巢廠",23418128,"高雄市燕巢區角宿里中興路９２２號",22.7761679,120.3605456
"S2603845","高雄塑酯化學工業股份有限公司科技廠",85803825,"高雄市燕巢區安招里安林六街２９號",22.7871312,120.3335052
"S2900198","灶興企業股份有限公司",88708521,"高雄市路竹區後鄉里新興路１２２巷２號",22.84271,120.239078
"S2900821","長興材料工業股份有限公司路竹廠",75339004,"高雄市路竹區後鄉里長興路２２號",22.846457,120.2432581
"S2902576","立國實業股份有限公司",88705144,"高雄市路竹區順安路２１３巷１８號",22.8400523,120.2428415
"S2902674","誠泰工業科技股份有限公司",88744414,"高雄市路竹區北嶺里中山南路８８號",22.8282303,120.266056
"S2907080","欣峰化學股份有限公司",88651837,"高雄市路竹區環球路１７號",22.8778417,120.2998557
"S29A1122","新揚科技股份有限公司",70774800,"高雄市路竹區路科二路８號",22.828654,120.2589548
"S3001612","吉祥企業社（違章）",20231660,"高雄市湖內區中華街１９號",22.9000891,120.2223223
"S3001747","瑩新壓克力有限公司",89855535,"高雄市湖內區太爺里中山路二段４０之４號",22.9027111,120.2314432
"S3005003","穩翔塑膠實業有限公司",22480313,"高雄市湖內區中賢里中正路二段４９０號",22.9090357,120.2026832
"S3100192","瑞昌亞克力企業股份有限公司",88686603,"高雄市茄萣區白雲里莒光路三段２６１號",22.91122,120.1868061
"S3200320","煜盛股份有限公司",85889506,"高雄市永安區維新里永工九路６、６之２號",22.8160712,120.2503831
"S3200428","勝一化工股份有限公司",75970680,"高雄市永安區維新里永工一路５號",22.8119775,120.2542252
"S3200660","大立高分子工業股份有限公司永安廠",85004174,"高雄市永安區維新里永工二路１８號",22.8156063,120.2526194
"S3200697","聚惠工業股份有限公司",88654026,"高雄市永安區維新里永工一路１０號",22.8141085,120.2544114
"S3201096","國精化學股份有限公司永安廠",75975242,"高雄市永安區維新里永工五路２號",22.8094319,120.2536131
"S3204579","見龍化學工業股份有限公司永安廠",25110784,"高雄市永安區維新里永工二路１０號",22.8131322,120.2522094
"S3204695","勝一化工股份有限公司永安二廠",75970680,"高雄市永安區維新里永工一路１８號",22.8168608,120.2544812
"S32A0084","國精化學股份有限公司",75975242,"高雄市永安區維新里永工五路２號",22.8094319,120.2536131
"S32A0153","見龍化學工業股份有限公司",25110784,"高雄市永安區維新里永工二路１２號",22.8136415,120.2522238
"S32A0193","見龍化學工業股份有限公司吹膜廠",25110784,"高雄市永安區維新里永工二路９號",22.8131742,120.2520348
"T42A1445","亨科企業有限公司",28524400,"屏東縣屏東市屏東工業區工業二路１６之１號",22.6613769,120.4979086
"T42A9598","至茂企業股份有限公司屏?廠",23356734,"屏東縣屏東市建國路３３２巷４４弄５１號",22.6635475,120.4676448
"T42B1492","東澤科技股份有限公司",59369522,"屏東縣屏東市頭前溪段１３４７之００１４地號",22.646284,120.465651
"T4400416","東福塑膠工業股份有限公司",91818564,"屏東縣東港鎮沿海路２０號",22.4662621,120.4634068
"T5001560","春發科技股份有限公司屏東廠",75962990,"屏東縣里港鄉三?村三和路１１９之８８號",22.8061586,120.5014341
"T5005013","春發科技股份有限公司屏東廠",75962990,"屏東縣里港鄉三和路１１９之８８號",22.8061586,120.5014341
"T5204212","大智耘實業股份有限公司高樹廠",80456184,"屏東縣高樹鄉新南村興店路６之８號",22.784762,120.560895
"T53A0337","亨科企業有限公司",28524400,"屏東縣萬巒鄉佳和村佳興路７９之１號",22.5707435,120.5892251
"T54A2160","尊婕科技有限公司",53576783,"屏東縣內埔鄉豐田村建國路２２之１號",22.6416805,120.5441891
"T5700068","帝興樹脂股份有限公司",23224679,"屏東縣枋寮鄉東海村永翔路２７號",22.4110748,120.5740578
"T5700264","泓達化工股份有限公司屏南廠",23418128,"屏東縣枋寮鄉東海村精進路２４、２４之１、２６號",22.407705,120.5775638
"T5700595","聯超實業股份有限公司屏東分公司屏南廠",89609149,"屏東縣枋寮鄉東海村精進路１０號",22.4091235,120.5825588
"T5700620","長興材料工業股份有限公司屏南分公司",75339004,"屏東縣枋寮鄉東海村屏南路２３號",22.4102319,120.5773646
"T5700755","兆欣化學工業股份有限公司",16450092,"屏東縣枋寮鄉東海村精進路１號",22.4118271,120.5844644
"T5704093","宏萊實業股份有限公司屏南廠",76025023,"屏東縣枋寮鄉東海村永翔路１號",22.4139275,120.5834393
"T5704619","和協工程股份有限公司屏南廠",84447589,"屏東縣枋寮鄉東海村永翔路１２、１２之１號",22.4093967,120.5698941
"T57A0080","虹京資源股份有限公司屏南廠",27992242,"屏東縣枋寮鄉東海村永翔路３３、３３之１號",22.403508,120.575093
"T57A0159","虹京金屬股份有限公司二廠",28298045,"屏東縣枋寮鄉東海村永翔路１９號",22.4124489,120.5794623
"T57A1444","虹京金屬股份有限公司",28298045,"屏東縣枋寮鄉東海村永翔路１９號",22.4124489,120.5794623
"T58A0659","國新科技股份有限公司",53229665,"屏東縣新園鄉新園村媽祖路４０８之１號",22.515111,120.4451471
"U9107566","恆春氣體工業有限公司",94826151,"花蓮縣花蓮市民心里美工四街４號",24.0137063,121.6332896
"U9501448","恒春氣體工業有限公司",94826151,"花蓮縣吉安鄉慶南一街５３號",23.9761488,121.5724991
