stock_code,year,total_operating_revenue,total_operating_costs,total_operating_expenses,net_operating_income,profit_or_loss,total_comprehensive_income,total_assets
2450,2020,27007073,23920751,2767453,308967,435915,439064,10175204
2451,2020,11446696,8976600,1258160,1211936,1197735,1209910,20737622
2453,2020,5757866,4446878,1147635,163353,166842,181872,4289866
2454,2020,322145988,180610472,98316277,43219239,41438573,72579381,533906327
2455,2020,2645003,1530599,426889,687515,532588,533059,4318600
2456,2020,17437999,12772071,2686626,1979302,1543073,1415265,42072391
2457,2020,9243618,8066422,1549827,-372631,-154613,-169420,10362671
2458,2020,15099690,8045231,2836997,4217199,3193038,3159637,14452190
2459,2020,6364618,5066130,634602,663886,502440,521056,8782477
2460,2020,3454386,3078080,342628,33678,-42496,-51296,5198002
2461,2020,5439230,4175137,1035371,228722,191139,192934,7959490
2462,2020,4526914,4054903,359745,112266,123760,140410,4910342
2464,2020,8908665,7025359,1216004,668970,513384,523511,11208529
2465,2020,4548266,3985669,510978,51619,24782,30536,1668803
2466,2020,1245165,1098339,233654,-86828,6368,-82249,4060014
2467,2020,4085806,2538492,1016806,530508,475245,409349,6750801
2468,2020,2160998,1938854,174884,47260,38776,34720,1952647
2471,2020,773691,471472,219824,82395,97961,93027,1302705
2472,2020,7822322,5578148,952917,1291257,976185,1005519,11565215
2474,2020,82506032,60586781,6984083,14935168,21166068,18961402,255903195
2476,2020,4779614,3434436,809389,537268,356967,382131,8278321
2477,2020,3053333,2373474,540089,139770,176048,92885,9773644
2478,2020,5394839,4097284,530819,766736,670135,712866,9155867
2480,2020,5542811,4165184,834206,543421,497618,504587,5743047
2481,2020,10485100,8038328,1454689,992083,900541,1249329,17758018
2482,2020,815658,497424,344281,-26047,-30775,-35289,1138866
2483,2020,1780115,1404398,352712,23005,84148,96221,3887911
2484,2020,2590872,2058530,330714,201628,161803,351050,4599558
2485,2020,7937362,7665928,530273,-258839,-156171,-139734,8687467
2486,2020,4197470,3676594,567927,-47051,-156591,-135982,6073693
2488,2020,1937736,1504546,256215,176975,182405,171510,3345591
2489,2020,16747887,15410170,1894689,-556972,569570,534855,19108191
2491,2020,400282,160327,91790,148165,214761,213428,2172244
2492,2020,35599249,24356194,3329516,7913539,7217645,7848397,82080495
2493,2020,2600664,1912717,290423,397524,308769,290294,3649044
2495,2020,1130547,638393,522305,-30151,-65419,-73015,5119151
2496,2020,776397,404425,300429,71543,62913,63771,1263503
2497,2020,1633351,1254004,467594,-88247,-81921,-108290,2858424
2498,2020,5805708,4240944,7956157,-6391393,-6022598,-5208457,45066337
2501,2020,13973611,10814849,1607433,1551329,1516787,1260475,59496928
2504,2020,18877800,15744353,809890,2323557,2550807,2351401,34728910
2505,2020,14277915,8752481,521605,5003829,4943067,5380321,20309086
2506,2020,2949552,2042997,931983,-23556,34394,45706,14497631
2509,2020,1338077,784710,219132,334235,231789,135870,7847882
2511,2020,11963426,9746402,2045316,171708,729513,1092905,52165414
2514,2020,10776324,9996651,442494,337179,1128337,1159018,24230420
2515,2020,13470962,12524915,571000,375047,598847,699161,42108717
2516,2020,6303705,6977042,157336,-830673,-704543,-734700,5929825
2520,2020,27345405,20234794,1941779,5168832,3905137,3901369,57377041
2524,2020,8667849,5684124,809024,2174701,1684892,1684676,32379214
2527,2020,3471930,2394548,669349,408033,373736,295102,17057882
2528,2020,1174984,1009005,372774,-206795,-210459,-210459,12289613
2530,2020,87377,61950,89370,-63943,-95668,-94571,8630866
2534,2020,2771905,1545821,496205,729879,610066,525428,33823686
2535,2020,15108083,13312591,515590,1279902,1121231,1073363,19785874
2536,2020,3977450,2999146,163909,814395,612668,612668,23585966
2537,2020,1476336,1131948,133047,211341,176390,176269,12242157
2538,2020,506739,345600,187005,-25866,-125610,-188627,20817742
2539,2020,4616492,3108675,456698,1051119,822140,822140,18142845
2540,2020,4778150,2733485,740642,1304023,906148,906148,15800823
2542,2020,24463018,17611739,2714922,4136357,2823254,2825867,180807358
2543,2020,6406216,6230164,96268,79784,51668,45713,8093466
2545,2020,6456420,3586608,796024,2073788,1746646,1746515,41530427
2546,2020,14130629,13072318,288539,769772,626444,646210,9433656
2547,2020,6772332,4063448,2256384,452500,667285,670757,56793796
2548,2020,11338494,7537081,689134,3112279,2772769,2779800,36197744
2549,2020,8028399,7364926,186582,477446,1713717,1713006,25429879
2557,2020,6577222,6272601,159918,144703,141463,434847,3920482
2568,2020,859706,660262,71937,127507,63199,3622,9940087
2579,2020,1103681,959523,90597,53569,45392,45095,1144601
2580,2020,7918630,7583118,110664,224848,202829,204575,5509497
2597,2020,14468066,12508172,803987,1155907,1089458,1076919,12048273
2599,2020,705983,494227,72468,131829,134909,135114,2390943
2601,2020,6441828,2822134,3303110,316584,-321142,-464602,36403562
2603,2020,207077912,161590726,10875169,34667864,28767310,26407504,334220840
2605,2020,3985650,3103145,186598,695907,255092,-673196,21145563
2606,2020,8507364,7571809,426212,509343,878425,-2063288,60642487
2607,2020,6966387,5975816,245587,744984,682563,996042,35071774
2608,2020,12344210,9674757,707525,1961928,1570394,1533921,21668904
2609,2020,151276683,125192367,6985679,19460192,12186788,13634903,194975985
2610,2020,115250550,105031349,8034785,2184416,-279814,584258,284194084
2611,2020,605824,560111,194654,-148941,-60982,60284,4527959
2612,2020,3131115,2583263,376341,171511,329039,-26441,19483837
2613,2020,2830493,2503397,149287,177809,30773,80499,11171202
2614,2020,4728014,3283081,1455088,-10155,493106,444363,16223474
2615,2020,81880182,64298815,4799709,12781658,11357488,9608927,108597618
2616,2020,15955500,14211824,1356527,387149,379889,1318908,10042999
2617,2020,2491088,1896125,133775,461188,518147,875842,16725364
2618,2020,89048776,80491671,9384229,-827124,-3276719,743401,329567255
2619,2020,18101541,14325222,1740106,2039032,1767308,2471226,28747519
2621,2020,5985699,4889887,857080,238732,197603,181956,13300654
2630,2020,3895091,3704355,230977,-40241,42388,42253,4385347
2633,2020,39137205,26095054,1235466,11806685,5843037,5820184,427566970
2634,2020,21042937,19640836,1222277,179824,395858,361508,44024300
2636,2020,15160243,12692356,1771981,695906,570727,816302,7714362
2637,2020,11939433,10282194,159220,1498019,111414,-2625429,82411595
2642,2020,3983309,3298106,440448,244755,209015,369582,3840407
2701,2020,264691,96349,30402,137940,174120,-89887,8780124
2702,2020,741703,228018,713111,-199426,-270309,-327314,7032760
2704,2020,2008699,1541512,743198,-276011,3255,492937,13296294
2705,2020,1490520,1248856,618657,-376993,-374392,-370451,11518462
2706,2020,264866,72247,27245,165374,160741,-115392,10492529
2707,2020,5422910,3892470,796367,734073,732868,631641,10954349
2711,2020,589938,318299,107681,163958,104008,103494,1738025
2712,2020,573115,349497,123475,100143,97370,97782,1501862
2716,2020,20621419,17880874,1236357,1504188,2385504,10649677,84242898
2721,2020,168855,194908,98605,-124658,-158011,-223173,1814014
2722,2020,736669,409322,242634,84706,85030,152239,2570800
2723,2020,19679455,7977562,10111777,1590116,998224,1013461,22177263
2727,2020,15233747,8188054,6490363,555330,255926,288649,13286194
2730,2020,112450,110080,82894,-80524,-56725,-54123,1152386
2731,2020,6545177,5496397,2006786,-958006,-415013,-453692,6035251
2733,2020,162249,125537,175606,-138894,-144445,-143773,1033967
2739,2020,2806550,2207181,1136075,-417184,-351467,-258591,14661296
2741,2020,824668,483278,278970,62420,59552,59552,1056692
2748,2020,1833643,1387201,355399,91043,108891,109597,4243026
2750,2020,334028,288003,71440,-25415,-17592,-17592,2220256
2751,2020,918093,556439,459451,-97103,-96900,-96631,502164
2753,2020,5184034,3136999,1284211,762824,633678,619912,4092212
2756,2020,641845,340826,227065,73954,19299,17214,777639
2758,2020,1977108,936271,846069,194768,142754,142424,1451140
2759,2020,473923,257779,180150,35994,32672,32634,740139
2801,2020,,,,,7040927,,2313440219
2807,2020,,,,,2373817,2525786,715731387
2809,2020,,,,,5490971,,325457939
2812,2020,,,,,4025533,,736770021
2816,2020,8237782,5509703,2054189,673890,702097,619710,17744732
2820,2020,,,,,1578242,2559415,218284001
2823,2020,323248432,301457969,6085643,15704820,15547836,39661497,2219711848
2832,2020,5396686,3362516,1263771,770399,687595,854860,19580636
2833,2020,284198809,261301229,5323866,17573714,16533596,20808889,2067930142
2834,2020,,,,,4701775,0,1791635053
2836,2020,,,,,763315,946479,276159561
2837,2020,,,,,4234546,,784700424
2838,2020,,,,,3441505,,757558002
2841,2020,334804,129058,757329,-551583,-1829001,-1829001,36156140
2845,2020,,,,,2518703,,680047467
2848,2020,8108574,5950236,1612352,545986,481628,573729,22432473
2849,2020,,,,,2171460,2257597,311461016
2850,2020,16510114,11207473,3386841,1915800,1629724,2118145,39472341
2851,2020,17656923,15467129,403480,1786314,1515729,1911464,42713588
2852,2020,5854672,4246729,1399892,208051,152882,239940,16025987
2855,2020,9581272,,5974162,3607110,3614596,4089942,113711765
2856,2020,6962083,,5167311,1794772,1896196,2170927,127528946
2858,2020,29490910,9229334,9317659,11349801,8984812,8627875,301265557
2863,2020,6241347,4150508,1350697,740142,627345,1041029,20212270
2867,2020,157231964,151057815,4611774,1562375,1444538,-1522863,1338837240
2872,2020,,,,,471428,631207,63129113
2873,2020,,,,,482716,691244,70259220
2874,2020,,,,,725572,1473708,81387617
2876,2020,30504257,29454564,768020,281673,46012,-620783,313391515
2877,2020,20718695,13941323,4224302,2553070,2173944,2241425,44298381
2880,2020,,,25801321,,8653483,7524208,3101082238
2881,2020,,,62631997,,90971677,179750273,9244452655
2882,2020,,,83026688,,75958223,156196714,10950472444
2883,2020,,,28013362,,20676286,46302215,3434618475
2884,2020,,,32494200,,18047856,17022888,2971744682
2885,2020,,,42782105,,25977044,30615908,2759239447
2886,2020,,,29100556,,25017968,25647413,3856376532
2887,2020,,,25852998,,14488827,14961791,2196059206
2888,2020,,,26964490,,14459259,7298503,4357123796
2889,2020,,,3734406,,3734919,4996899,316757486
2890,2020,,,22603735,,12241354,15397091,2143348565
2891,2020,,,64700047,,42855155,44484050,6616667179
2892,2020,,,24730173,,16807541,14559402,3550503691
2893,2020,,,,,5937081,,1040251390
2894,2020,,,,,509387,794125,61689725
2895,2020,,,,,2415489,,606638568
2897,2020,,,,,2300929,,575413630
2899,2020,4289555,1314740,1221591,1753224,1274111,1273961,45931896
2901,2020,108989,16515,84013,8461,14087,14822,988692
2903,2020,37287949,18580671,14622314,4084964,2544897,2114909,128423769
2904,2020,540837,285989,73311,181537,159718,153437,1638028
2905,2020,210659310,,12324740,,2522479,-430693,1365412859
2906,2020,6607185,4899127,1450527,257531,209254,190890,9153615
2908,2020,41790703,31129873,9511957,1148873,806869,708039,37661698
2910,2020,554440,190011,202611,161818,114159,111819,6259675
2911,2020,4025561,2247990,2103343,-325772,-317238,-319957,4860348
2912,2020,258494907,170414397,75935537,12144973,11340258,10223748,209493934
2913,2020,311765,187121,272207,-147563,-17351,28521,25098488
2915,2020,2736394,1760674,923455,52265,8091349,34062420,153672049
2920,2020,574427,247321,338110,-11004,26120,25824,1869625
2923,2020,13419916,7897413,763392,3298885,1177355,3223978,116503422
2929,2020,2808383,4165935,1073448,-2431000,-2234698,-2159464,5801578
2936,2020,10314597,7141190,2838659,334748,246332,68805,5392630
2938,2020,776484,269953,377527,129004,92772,92772,1522921
2939,2020,1837782,1326402,325433,91333,3114,5405,1417328
2940,2020,749504,407630,332983,8891,24225,23702,959190
2941,2020,271445,117320,126374,27751,30496,29943,198905
2942,2020,1361806,661962,426870,272974,203214,203214,7671270
2945,2020,13222579,9922677,3048438,251464,181966,181966,5099530
2947,2020,1582836,970924,471841,140071,100717,100717,1915231
2948,2020,1400596,919706,341295,139595,91323,81613,823193
3002,2020,818717,615100,196766,6851,51031,12066,1898011
3003,2020,3382931,2308808,478308,595815,366958,455680,6914031
3004,2020,1704031,1378064,292322,33645,59832,66959,4390290
3005,2020,27837743,20060915,4715171,3115781,2668793,2763913,33854933
3006,2020,15267139,12618097,1494257,1154785,1084441,1099313,13000348
3008,2020,55944489,18476853,5440116,32032118,24534131,25002795,171276230
3010,2020,59080920,54280230,2692775,2107915,2046116,2418513,38754969
3011,2020,1320863,1205266,211013,-95416,-90140,-89877,1824918
3013,2020,6124518,5567991,364968,191559,80176,98518,4964039
3014,2020,4817829,2359562,1344564,1113703,935476,1298237,6487655
3015,2020,14796460,12730131,1601211,462337,692075,2798172,18448479
3016,2020,4039180,3795221,232471,11488,25693,13491,5965564
3017,2020,39665534,33433811,2971591,3260132,2074700,2166030,40676236
3018,2020,1633103,1488702,204942,-60541,-67479,-66865,1721909
3019,2020,15760061,12826953,2039186,893922,608006,186762,20162647
3021,2020,2717038,2144607,401862,170569,95988,94239,2715993
3022,2020,5947577,3805368,1248509,893300,996362,1024236,10849879
3023,2020,21797542,16211545,2936820,2649177,2183500,2274776,23683043
3024,2020,1280877,980541,256275,44061,43498,31963,3709704
3025,2020,598096,264450,238862,94784,78648,77140,1072143
3026,2020,14830428,11748577,1571994,1509857,1229790,1235146,14629920
3027,2020,849824,520434,290422,39479,34861,19020,2448657
3028,2020,34401169,32779983,1194209,426977,472025,609750,19290177
3029,2020,9834318,8788192,541486,504640,440398,462258,5471676
3030,2020,4950695,2235439,1277931,1437325,1092656,1099275,6997303
3031,2020,1375687,998201,269746,107740,133115,183616,3480064
3032,2020,9233174,7535545,1092557,605072,559643,603704,9478533
3033,2020,58413402,55345619,2091580,976203,699309,564591,22853830
3034,2020,79955520,51997813,13180109,14777598,11817239,13254254,58100689
3035,2020,5495307,2895681,2450514,149112,255997,1351390,8199156
3036,2020,353152195,342377773,5458453,5315969,3794576,10364000,131009598
3037,2020,87892821,75064455,8859473,4017113,5317528,6036477,124710224
3038,2020,3737299,2951432,455979,333952,232996,206447,3609189
3040,2020,154852,69069,46515,39268,399236,464780,1801374
3041,2020,2071615,1413905,1013062,-355352,-240957,-230848,3804273
3042,2020,11048392,7715586,1715146,1617660,1429287,1730069,16601711
3043,2020,1039271,831951,233238,-25918,-46614,-37526,1125815
3044,2020,55547908,44397486,4576080,6574342,6125394,5722253,75249230
3045,2020,132860984,101415248,15722141,16056160,12393778,11540109,184584602
3046,2020,1756214,1425845,395273,-64904,-65391,-44964,1597659
3047,2020,6313382,4690262,1252367,370753,227249,194071,7612291
3048,2020,108522967,105596512,1623386,1303069,697196,489300,23332781
3049,2020,3086399,2375024,292533,418842,359746,353289,17429473
3050,2020,964940,584198,197888,182854,140564,98370,5485991
3051,2020,2417836,1972214,327179,118443,16464,10758,8807966
3052,2020,5217591,4732188,199077,286326,322455,326967,7556282
3054,2020,276879,301991,78096,-103208,-13613,-29756,1003351
3055,2020,3700321,3152665,662934,-114926,-36086,-26999,6177513
3056,2020,4684643,3157914,249981,1276748,1024587,1024587,17727722
3057,2020,963405,655452,462709,-154756,-47715,-69046,1566230
3058,2020,4163616,3675082,633439,-144905,-121984,-179301,5114852
3059,2020,6102675,4580745,1436461,85469,161508,83217,14718146
3060,2020,3889506,3630248,538080,-278822,-281631,-347386,4671659
3062,2020,4834151,4462416,397217,-25482,23575,-12558,8024343
3090,2020,9241488,7640926,713932,886630,627543,577031,7801323
3092,2020,2651387,2010962,405632,159445,127301,131977,4241380
3094,2020,233542,76765,136544,20233,33436,28821,1160407
3097,2020,2755516,1998834,696112,60570,35300,11175,2008593
3117,2020,631728,610019,88587,-66878,-80387,-79633,808448
3130,2020,1634481,182170,1165046,287265,256170,253003,2657524
3138,2020,1121773,649345,372344,100084,111752,134496,1817239
3149,2020,2448536,2457634,427528,-436626,-293123,19059,4047291
3150,2020,317396,182545,98249,36602,40220,40874,392250
3157,2020,12874157,10904724,4154704,-2185271,-3172688,-3176582,58772022
3158,2020,665994,236541,308102,121351,104431,97284,703056
3164,2020,325191,109801,144376,71014,60215,81098,1612823
3167,2020,2427607,1711540,513245,202822,415518,437545,5495311
3168,2020,2836726,2311040,262979,263894,179070,180374,2156014
3184,2020,249839,168088,157301,-75550,-75280,-74511,736535
3189,2020,27098474,21279420,4478475,1340579,929443,906612,42783952
3197,2020,98,103,9173,-9178,18985,18007,1100909
3209,2020,41948823,40325134,1051811,571878,451051,387144,12585068
3229,2020,390868,382813,180491,-172436,-230284,-233572,644483
3231,2020,845011844,798958664,31582118,14471062,12907896,8901285,428822445
3257,2020,1071450,564609,233172,273669,239751,237154,1794488
3266,2020,3216269,2710375,345695,160199,143161,150389,11328094
3280,2020,1848072,1681581,193818,-27327,-48272,-54739,2675196
3296,2020,2511738,2107509,363600,40629,22475,22272,2462120
3305,2020,5280588,4608764,391475,280349,178533,208972,6633285
3308,2020,329881,311268,79246,-60633,-87435,-83149,1525201
3311,2020,1734002,1569681,344775,-180454,-366258,-428975,2879759
3312,2020,13678646,13003476,399660,275510,197574,152876,5517181
3321,2020,1858643,1792548,287514,-221419,-272816,-275169,2349020
3338,2020,5257058,4193976,696550,366532,225236,223955,4388662
3342,2020,63592,50956,26391,-5441,-12743,-12743,289064
3346,2020,4345852,3635915,704072,5865,12315,46982,5506040
3349,2020,813463,658187,137055,18221,21381,19842,906341
3356,2020,1157285,625417,489247,42621,161277,141808,2464853
3369,2020,674190,533958,111802,28430,17676,22587,671217
3376,2020,15232783,11577906,957812,2697065,1672971,1758830,22410520
3380,2020,32170649,27164356,4108686,897607,725103,849606,27005583
3383,2020,551501,666347,123414,-238260,-284890,-285970,2975956
3386,2020,176349,121653,43629,11067,10986,10737,340604
3391,2020,509097,389131,187301,-67335,6877,5278,1223084
3405,2020,364405,256609,71211,36585,27363,33558,658338
3406,2020,15900157,8990105,2351834,4558218,3041011,3159871,26168613
3413,2020,9942056,7393954,912867,1635235,1242002,1360767,11497522
3416,2020,1845525,1200518,353625,291227,256062,246393,2765243
3419,2020,1426967,1136023,338435,-47139,72526,58873,2352980
3429,2020,3962588,3695492,205388,61708,49667,43945,1946126
3430,2020,1159671,971331,122563,65777,41785,41593,1178598
3432,2020,31533,22141,31927,-22535,32558,39116,1754412
3437,2020,5478884,5097190,488357,-106663,-110627,1271,4623760
3443,2020,13569441,9498564,3106944,963933,850007,844030,9745812
3447,2020,2823474,2384791,314125,124558,149738,130343,2000821
3450,2020,6208576,4782103,538281,888192,571224,571031,8307017
3454,2020,5544433,3676304,1603350,264779,221507,203807,4747190
3462,2020,785134,578922,179290,35271,200,5936,991771
3463,2020,2448592,2263173,263911,-78492,-125077,-136262,2327376
3472,2020,110834,56746,76857,-22769,13227,10201,250693
3481,2020,269911051,246077953,22021301,1811797,1639824,3188424,379559837
3485,2020,351676,219804,60140,71732,57717,58881,1309801
3494,2020,488725,603365,393729,-508369,-743751,-732235,2439430
3501,2020,4660963,3531257,587005,542701,424076,453370,7842226
3504,2020,3905582,3194202,946949,-235569,-236216,-230996,5516024
3507,2020,306903,225444,98390,-16931,41195,42565,800353
3509,2020,648800,510570,89221,48681,41036,40554,2170100
3510,2020,401062,270614,91890,38558,25215,24630,517479
3515,2020,17911584,14059563,1993945,1858076,1508583,1309371,11715811
3518,2020,684598,461032,213269,10297,-55940,-36470,2194268
3525,2020,822893,744656,58524,19713,20311,19822,366070
3528,2020,4973228,4425874,338082,209272,208922,206153,3308066
3530,2020,3328695,2656485,350633,321577,281438,279572,3012018
3532,2020,11934697,9520690,576363,1837644,1307911,1308710,23101308
3533,2020,17291332,10361137,3222543,3707652,2835589,2878502,19282895
3535,2020,1141503,906324,270940,-35761,-101773,-100930,2381203
3536,2020,532536,490316,151428,-109208,-128547,-125340,1431897
3539,2020,178121,141459,39733,-3071,-139,-524,419801
3543,2020,3120452,2683494,400878,36080,-386391,-375831,5801999
3545,2020,13800348,10371572,2398039,1030737,983458,852103,12345053
3550,2020,3597629,2882840,592556,122233,81408,123596,4105144
3554,2020,91150,11489,83403,-3742,571,546,250054
3557,2020,4428573,2638612,1008439,781522,723887,696777,4500811
3563,2020,2397855,878190,650569,869096,654515,654795,3709287
3572,2020,140927,80108,75484,-14665,-12026,-11856,378591
3576,2020,12511034,13443714,1759674,-4614257,-6162307,-6471090,32460701
3583,2020,3580003,2124090,990974,464939,305463,308065,4792610
3585,2020,544493,485398,96301,-28863,-42684,-35014,1577316
3588,2020,1446599,980496,387855,78248,60508,62157,1613343
3591,2020,1901238,1535866,361528,3844,32823,89074,3764253
3592,2020,14425152,10678556,2643783,1102813,856617,855172,9302080
3593,2020,689786,555143,101338,33305,74849,75358,1174116
3595,2020,566709,448913,78625,39171,37554,38464,462724
3596,2020,33765295,28711844,2769974,2283477,1630605,1532686,28807226
3601,2020,506719,428834,76487,1398,390,30,510630
3603,2020,212033,164495,48105,-567,10626,10835,353363
3605,2020,8062865,6226899,1487428,348538,259946,331267,10295137
3607,2020,3322590,3311774,469832,-459016,-424474,-482165,4566353
3617,2020,9141450,5430030,2934914,776506,472882,456010,10594619
3622,2020,926478,741745,195087,-10354,201508,81500,5214945
3627,2020,790109,629616,114917,45576,26892,26952,1179109
3633,2020,2858636,2625858,158075,74703,118897,123358,2444971
3645,2020,2013861,1256246,340310,417305,349105,348992,5080528
3648,2020,622519,396072,90210,136237,108738,109014,1000575
3653,2020,6845497,4848036,879934,1117527,847376,882407,10924255
3656,2020,765627,777743,165364,-177480,-141763,-141699,1150444
3659,2020,1384976,1083563,178191,123222,92180,94256,1577672
3661,2020,7078919,4771652,1320124,987143,834917,636713,9112980
3665,2020,22537767,16827443,3265296,2445028,1820296,2212385,22717189
3669,2020,4068221,1918149,1189964,960108,788197,783343,4679185
3673,2020,114583199,109717613,3915897,949689,1034373,507059,83621028
3674,2020,147881,103437,71748,-27304,-19048,-17887,158366
3678,2020,197406,152488,37950,6968,417,417,458307
3679,2020,4808261,3268381,470828,1069052,721362,748720,8617493
3682,2020,13587443,13901570,5180178,-5494305,-5819980,-5819122,39676647
3683,2020,1976915,1765786,253887,-42758,200534,168597,2627874
3686,2020,104515,108389,41280,-45154,-150964,-150964,1085525
3688,2020,582595,417860,133479,31256,5125,4933,2593013
3694,2020,9591767,8421062,852230,318475,304098,223111,5931379
3701,2020,7404268,6468943,994109,-58784,-12689,113075,7688189
3702,2020,609885871,586835742,13000261,10049868,8200504,4789532,233977113
3703,2020,21688649,18396746,1530218,1761685,1632937,1535920,67155090
3704,2020,22250630,16470531,4487405,1292694,831001,924388,19589165
3705,2020,8084664,4402545,2721013,961106,781134,726799,12611892
3706,2020,41145756,36520695,4550678,74383,2850785,3936054,57171735
3708,2020,9867900,8124571,959212,784117,728305,734800,12219232
3711,2020,476978710,398994442,43108186,34876082,29276780,30128283,583091082
3712,2020,7053361,6168735,1105280,-220654,179775,205365,22807009
4104,2020,6675494,5368920,777428,529070,669086,640790,14004632
4106,2020,2004025,1156394,748695,98936,105377,121714,3046409
4108,2020,91810,46307,215940,-170437,-118655,-49600,1809597
4115,2020,910647,744420,103764,62463,52577,55081,1513242
4117,2020,475867,224812,207689,43366,62087,61582,833281
4118,2020,10200,2128,13383,-5311,-6394,-6318,81111
4119,2020,2689222,1414894,222750,1051578,360124,308596,4569938
4132,2020,88825,64168,372592,-347935,-391375,-391728,1184526
4133,2020,456449,242948,155833,57668,36526,24746,1294584
4136,2020,1128737,856618,308747,-36628,-66487,-59938,1109095
4137,2020,4055996,604571,2331159,1120266,959636,1036683,8963786
4141,2020,9222322,6062267,2746197,413858,-509140,-413548,16883962
4142,2020,1869147,1246085,648876,-25814,1197264,1161827,8473414
4148,2020,1642783,1270636,269436,102711,98168,6961,2614370
4150,2020,1113656,1194196,399994,-480534,-529605,-526165,1996760
4151,2020,2217043,1789647,346481,80915,5510,11661,2481353
4155,2020,1484413,1158458,207925,126100,121303,114567,2535052
4164,2020,2554911,1724201,317604,513106,362912,364486,11543821
4166,2020,412012,336861,241905,-166754,-171376,-169819,1743812
4169,2020,737078,368154,331872,37052,25542,25323,772262
4170,2020,24544,22628,62844,-60923,-71691,-75524,369087
4172,2020,136881,78733,88472,-30324,-43898,-43695,680179
4184,2020,648947,584004,132862,-67919,-76259,-64764,1084018
4186,2020,235574,108027,218487,-90940,-86391,-86305,823449
4189,2020,178376,93209,90748,-5581,1764,1764,383101
4190,2020,2731429,658883,1675631,396915,257725,269310,7030077
4191,2020,287203,39049,575252,-327098,-356904,-370232,1480654
4194,2020,221596,123121,227270,-128795,-128756,-124806,522783
4195,2020,443176,288163,148417,6596,-1451,41617,1155256
4197,2020,175962,113714,62978,-730,603,603,461964
4306,2020,13948716,11649517,1586899,712300,778905,535417,29815825
4414,2020,17077832,14044682,2810794,222356,-112835,-318607,21839702
4426,2020,1217165,1170380,203811,-157026,-108638,-132861,4961439
4427,2020,3642129,3469947,226853,-54671,-132976,-176538,6543435
4431,2020,1023640,395124,190415,438249,351592,347608,1325823
4438,2020,12188857,10903247,1005212,280398,557830,491665,12870003
4439,2020,5389194,4219740,614417,555037,416040,345567,4015795
4440,2020,1177619,967578,58864,156880,123274,123221,1871298
4526,2020,7778541,6670664,1778005,-670128,-396709,-405524,16009065
4532,2020,19319962,17019887,1480270,819805,722644,1193774,29420708
4536,2020,7234362,4735490,1085132,1413740,792471,727937,10191612
4537,2020,2395727,1529049,642932,223746,141230,152973,3443826
4539,2020,514776,499476,117965,-102665,-135626,-135626,4097800
4540,2020,2740221,2140694,413832,185695,91424,92558,6116737
4544,2020,1221097,961488,214768,44841,56931,65167,1971449
4545,2020,1921700,1486273,321361,114066,29987,15729,3130949
4546,2020,799011,751333,162280,-114602,-99312,-98514,3600005
4548,2020,489973,350633,93625,45715,32581,31916,798643
4551,2020,7160275,5226682,757208,1176385,771395,840233,12170450
4552,2020,4384823,3479236,508092,397495,257784,341871,6845401
4553,2020,569301,466175,96047,7079,5723,5723,1225119
4555,2020,1582138,1039214,378424,164500,142372,181978,4698229
4557,2020,1491678,1021819,270973,198886,139131,148113,2284270
4558,2020,1396356,1217126,65396,113834,89440,86512,1492214
4559,2020,1114862,873900,207911,33051,36175,46592,1930161
4560,2020,1257464,801718,330240,125506,76196,101761,2618205
4562,2020,658110,506431,286477,-133192,-152490,-148794,2746009
4564,2020,2062150,1500217,162435,399498,298017,298085,7890838
4565,2020,1318129,921039,120814,276276,212729,254567,2179616
4566,2020,3515226,2771931,589486,153809,99881,109047,5223813
4571,2020,2065404,1399020,319870,346514,285393,288540,2629038
4572,2020,350169,245186,57502,47481,32788,32788,2099739
4573,2020,512857,339037,170216,14573,3319,4333,1941063
4575,2020,943295,713957,241787,-12449,29135,41549,3314618
4576,2020,2451961,1612212,651409,188340,153555,159100,5453170
4577,2020,1001731,664891,226657,110183,89295,77423,2029855
4578,2020,624335,461911,161611,813,3302,2237,1153329
4581,2020,863749,661949,122961,78839,68565,73905,1329334
4582,2020,2611173,2117392,192715,280419,319100,319086,2317553
4583,2020,2842043,1504965,483019,854059,689184,689184,9438813
4720,2020,3162668,2457267,568483,136830,101811,80348,3055987
4722,2020,3822858,3062726,420562,339570,281318,274783,3285117
4724,2020,194392,79249,185252,-70109,-54458,-54080,729974
4730,2020,1456473,1139499,260311,56663,39914,43595,1456731
4732,2020,306919,123484,125514,57921,65316,65572,658239
4737,2020,1668586,919461,728004,21121,63520,59095,4485052
4738,2020,239528,187477,69128,-17077,-15564,-13790,357547
4739,2020,5285365,4809896,259167,216302,165645,164724,7217549
4746,2020,3075457,2130287,917157,28013,329178,330633,10285771
4755,2020,3818716,2957612,390201,470903,399473,350672,5384424
4763,2020,2353380,1564853,289312,499215,509581,525695,3109067
4764,2020,2632875,2189827,353366,89682,62801,49737,4519023
4765,2020,516913,351314,107280,58319,6994,6994,1054897
4766,2020,15551344,11181051,2868593,1501700,1267122,1291056,19346442
4768,2020,533539,330305,94606,108628,78695,79431,908905
4770,2020,2630840,1652236,310837,667767,526392,554986,4729849
4807,2020,1765557,1363969,286693,114895,97648,22190,1930825
4904,2020,79500965,53567102,14896164,11037699,8444622,8308886,173429320
4906,2020,19929372,17663796,1797663,467913,1407574,1223384,18656376
